what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334897776111
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334897791388
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334897793380
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334897797448
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334897797594
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334897836727
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334897837519
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334897838031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334897839361
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334898210582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334898218866
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334898234797
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334898234911
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334898235002
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334898236751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334898247781
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334898247972
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334898248068
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334898249210
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334898249683
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334898251071
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334898256861
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334898258270
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334898258756
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334898259587
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334898265523
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334898282724
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334898282794
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334898292181
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334898292948
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334898294433
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334898296733
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334898319795
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334898319894
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334898322196
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334898322974
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334898323338
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334898324563
