what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334892329624
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334892331412
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334892337672
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334892360713
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334892361197
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334892362354
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334892362592
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334892373138
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334892374180
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334892400288
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334892401178
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334892401570
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1334892439734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334892533064
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334892539649
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334892541461
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1334892549230
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334892558262
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334892560123
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1334892562090
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334892586560
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1334892596510
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334892598612
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334892599007
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334892599329
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334892599689
